age,industry,currency,country,years_experience,years_experience_field,education,gender,total_salary,salary_COP
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Man,63850.0,255400000.0
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,College degree,Man,1245.0,4980000.0
25-34,Arts & Culture,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,57500.0,230000000.0
25-34,Government,AUD/NZD,New Zealand,5-7 years,2 - 4 years,College degree,Woman,54448.0,152454400.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,College degree,Woman,65000.0,260000000.0
55-64,Healthcare,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,64250.0,257000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,PhD,Man,137500.0,550000000.0
25-34,Utilities & Telecommunications,CAD,Canada,5-7 years,5-7 years,College degree,Woman,69500.0,222400000.0
25-34,Nonprofit,USD,United States,5-7 years,5-7 years,College degree,Woman,62000.0,248000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,55000.0,220000000.0
25-34,Media & Publishing,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,101000.0,404000000.0
35-44,Education,USD,United States,8 - 10 years,2 - 4 years,PhD,Woman,105000.0,420000000.0
25-34,Technology,CAD,Canada,2 - 4 years,2 - 4 years,Some college,Man,140000.0,448000000.0
25-34,Manufacturing,CAD,Canada,5-7 years,5-7 years,College degree,Man,112500.0,360000000.0
35-44,Government,USD,United States,21 - 30 years,21 - 30 years,Master's degree,Man,100000.0,400000000.0
25-34,Education,USD,United States,5-7 years,5-7 years,Master's degree,Man,135000.0,540000000.0
25-34,Other,USD,United States,2 - 4 years,1 year or less,Master's degree,Man,62000.0,248000000.0
25-34,Utilities & Telecommunications,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,110000.0,440000000.0
25-34,Real Estate,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,67000.0,268000000.0
25-34,Science & Research,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,70416.0,281664000.0
35-44,Government,AUD/NZD,New Zealand,21 - 30 years,11 - 20 years,Some college,Woman,94726.0,265232800.0
35-44,Technology,USD,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,378000.0,1512000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,64000.0,256000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,46000.0,184000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,5-7 years,College degree,Man,134000.0,536000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,108000.0,432000000.0
45-54,Arts & Culture,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,70000.0,280000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Man,128000.0,512000000.0
25-34,Arts & Culture,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,82000.0,328000000.0
25-34,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,32320.0,129280000.0
35-44,Technology,USD,United States,5-7 years,5-7 years,High School,Woman,450000.0,1800000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,College degree,Woman,32789.0,131156000.0
25-34,Hospitality,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,67000.0,268000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,69770.0,279080000.0
25-34,Healthcare,USD,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,192000.0,768000000.0
25-34,Education,USD,United States,5-7 years,2 - 4 years,College degree,Woman,67000.0,268000000.0
25-34,Media & Publishing,CAD,Canada,2 - 4 years,1 year or less,College degree,Woman,41700.0,133440000.0
25-34,Healthcare,USD,United States,2 - 4 years,1 year or less,Master's degree,Woman,29120.0,116480000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,38000.0,152000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,1 year or less,Master's degree,Woman,35360.0,141440000.0
25-34,Technology,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,70000.0,280000000.0
35-44,Manufacturing,GBP,United Kingdom,11 - 20 years,8 - 10 years,Master's degree,Woman,40000.0,200000000.0
25-34,Education,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,60000.0,240000000.0
45-54,Government,USD,United States,21 - 30 years,5-7 years,Master's degree,Man,90000.0,360000000.0
35-44,Legal,USD,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,117000.0,468000000.0
45-54,Marketing & PR,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,145000.0,580000000.0
35-44,Other,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,56000.0,224000000.0
35-44,Healthcare,USD,United States,8 - 10 years,5-7 years,College degree,Man,63500.0,254000000.0
25-34,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,130000.0,520000000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,54000.0,216000000.0
25-34,Government,CAD,Canada,2 - 4 years,2 - 4 years,Master's degree,Woman,70000.0,224000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,PhD,Man,255000.0,1020000000.0
25-34,Healthcare,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,129800.0,519200000.0
35-44,Technology,GBP,United Kingdom,11 - 20 years,8 - 10 years,PhD,Woman,60000.0,300000000.0
25-34,Education,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,86103.0,344412000.0
25-34,Manufacturing,USD,United States,8 - 10 years,5-7 years,College degree,Woman,62000.0,248000000.0
35-44,Education,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,50000.0,200000000.0
25-34,Media & Publishing,USD,United States,5-7 years,5-7 years,College degree,Woman,58500.0,234000000.0
25-34,Media & Publishing,USD,United States,5-7 years,5-7 years,College degree,Woman,80000.0,320000000.0
25-34,Healthcare,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,95000.0,380000000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,160000.0,640000000.0
25-34,Technology,USD,United States,5-7 years,2 - 4 years,College degree,Man,81500.0,326000000.0
25-34,Technology,USD,United States,5-7 years,2 - 4 years,College degree,Man,81500.0,326000000.0
25-34,Technology,GBP,United Kingdom,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,63500.0,317500000.0
25-34,Marketing & PR,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,49000.0,196000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,60000.0,240000000.0
35-44,Nonprofit,USD,United States,21 - 30 years,8 - 10 years,College degree,Woman,41600.0,166400000.0
25-34,Technology,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,187000.0,748000000.0
25-34,Marketing & PR,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,64500.0,258000000.0
35-44,Manufacturing,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Man,89000.0,356000000.0
25-34,Utilities & Telecommunications,USD,United States,5-7 years,5-7 years,College degree,Woman,102000.0,408000000.0
25-34,Government,USD,United States,8 - 10 years,5-7 years,College degree,Man,131000.0,524000000.0
35-44,Other,USD,United States,8 - 10 years,5-7 years,Some college,Man,42500.0,170000000.0
35-44,Nonprofit,USD,United States,5-7 years,5-7 years,Master's degree,Woman,85000.0,340000000.0
45-54,Government,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,155000.0,620000000.0
25-34,Arts & Culture,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Man,100000.0,400000000.0
45-54,Marketing & PR,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,87500.0,350000000.0
35-44,Arts & Culture,SEK,Sweden,8 - 10 years,5-7 years,Master's degree,Man,576000.0,236160000.0
25-34,Government,USD,Pakistan,11 - 20 years,8 - 10 years,College degree,Woman,102824.0,411296000.0
35-44,Energy,USD,United States,11 - 20 years,5-7 years,College degree,Woman,100000.0,400000000.0
45-54,Education,EUR,France,21 - 30 years,21 - 30 years,Master's degree,Woman,36000.0,162000000.0
25-34,Finance,USD,United States,8 - 10 years,8 - 10 years,College degree,Man,220000.0,880000000.0
25-34,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,102000.0,408000000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,College degree,Woman,75000.0,300000000.0
18-24,Other,USD,United States,2 - 4 years,1 year or less,College degree,Woman,45000.0,180000000.0
18-24,Government,AUD/NZD,New Zealand,2 - 4 years,1 year or less,College degree,Woman,58000.0,162400000.0
25-34,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,88000.0,352000000.0
25-34,Marketing & PR,USD,United States,8 - 10 years,5-7 years,College degree,Woman,77000.0,308000000.0
35-44,Marketing & PR,USD,United States,11 - 20 years,5-7 years,Master's degree,Man,81000.0,324000000.0
25-34,Other,USD,United States,2 - 4 years,2 - 4 years,PhD,Man,170000.0,680000000.0
45-54,Government,USD,United States,21 - 30 years,21 - 30 years,Some college,Woman,63900.0,255600000.0
35-44,Finance,GBP,United Kingdom,11 - 20 years,5-7 years,Some college,Man,52450.0,262250000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Man,47000.0,188000000.0
25-34,Other,CAD,Canada,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,105000.0,336000000.0
35-44,Education,USD,United States,21 - 30 years,8 - 10 years,College degree,Woman,63000.0,252000000.0
35-44,Technology,USD,United States,21 - 30 years,5-7 years,Master's degree,Woman,124800.0,499200000.0
35-44,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,College degree,Man,75000.0,300000000.0
35-44,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,College degree,Man,75000.0,300000000.0
18-24,Environment,USD,United States,1 year or less,1 year or less,College degree,Man,38000.0,152000000.0
35-44,Healthcare,CAD,Canada,8 - 10 years,2 - 4 years,Master's degree,Woman,75000.0,240000000.0
45-54,Technology,USD,United States,31 - 40 years,21 - 30 years,College degree,Woman,76480.0,305920000.0
45-54,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,75000.0,300000000.0
25-34,Technology,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,93000.0,372000000.0
25-34,Other,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Man,161000.0,644000000.0
25-34,Healthcare,USD,United States,11 - 20 years,8 - 10 years,College degree,Non-binary,160000.0,640000000.0
35-44,Government,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,60345.0,241380000.0
35-44,Healthcare,USD,United States,11 - 20 years,5-7 years,College degree,Woman,74400.0,297600000.0
45-54,Healthcare,USD,Other,21 - 30 years,5-7 years,Master's degree,Woman,155000.0,620000000.0
18-24,Technology,USD,United States,5-7 years,5-7 years,High School,Man,74000.0,296000000.0
35-44,Manufacturing,SGD,Singapore,11 - 20 years,11 - 20 years,College degree,Woman,54810.0,164430000.0
25-34,Education,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,60000.0,240000000.0
25-34,Media & Publishing,USD,United States,5-7 years,5-7 years,College degree,Man,54500.0,218000000.0
25-34,Government,USD,United States,5-7 years,5-7 years,Some college,Woman,35900.0,143600000.0
25-34,Legal,USD,United States,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,136000.0,544000000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,55800.0,223200000.0
25-34,Other,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Man,180000.0,720000000.0
35-44,Other,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,49500.0,198000000.0
25-34,Transport & Logistics,USD,United States,2 - 4 years,1 year or less,College degree,Man,49000.0,196000000.0
35-44,Education,USD,United States,11 - 20 years,5-7 years,Master's degree,Man,98000.0,392000000.0
18-24,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,38000.0,152000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,235000.0,940000000.0
25-34,Other,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,11800.0,47200000.0
35-44,Healthcare,USD,United States,8 - 10 years,5-7 years,College degree,Woman,50000.0,200000000.0
25-34,Technology,USD,United States,8 - 10 years,5-7 years,Master's degree,Man,175000.0,700000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,Some college,Woman,238000.0,952000000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,85000.0,340000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,99448.0,397792000.0
25-34,Legal,USD,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,70000.0,280000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,59000.0,236000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,91000.0,364000000.0
35-44,Technology,GBP,United Kingdom,8 - 10 years,2 - 4 years,College degree,Woman,33700.0,168500000.0
45-54,Real Estate,USD,United States,11 - 20 years,8 - 10 years,Some college,Woman,30160.0,120640000.0
25-34,Social Services,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,121500.0,486000000.0
25-34,Technology,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,128500.0,514000000.0
35-44,Technology,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,62000.0,248000000.0
18-24,Government,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,61000.0,244000000.0
35-44,Education,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,645000.0,2580000000.0
55-64,Legal,USD,United States,41 years or more,31 - 40 years,"Professional degree (MD, JD, etc.)",Man,366000.0,1464000000.0
25-34,Technology,USD,United States,1 year or less,1 year or less,PhD,Woman,120000.0,480000000.0
25-34,Other,USD,United States,5-7 years,1 year or less,Master's degree,Woman,65000.0,260000000.0
25-34,Other,USD,United States,11 - 20 years,8 - 10 years,PhD,Woman,155000.0,620000000.0
45-54,Other,USD,United States,21 - 30 years,11 - 20 years,PhD,Woman,193200.0,772800000.0
25-34,Real Estate,USD,United States,5-7 years,1 year or less,Some college,Woman,41360.0,165440000.0
25-34,Finance,USD,United States,8 - 10 years,5-7 years,Master's degree,Man,141000.0,564000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Man,300000.0,1200000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,1 year or less,Master's degree,Woman,115000.0,460000000.0
35-44,Healthcare,USD,United States,5-7 years,5-7 years,Master's degree,Woman,66000.0,264000000.0
35-44,Legal,USD,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,175000.0,700000000.0
25-34,Marketing & PR,USD,United States,5-7 years,5-7 years,College degree,Woman,97500.0,390000000.0
35-44,Marketing & PR,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,133000.0,532000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Man,63000.0,252000000.0
25-34,Utilities & Telecommunications,USD,United States,5-7 years,1 year or less,College degree,Man,71500.0,286000000.0
25-34,Healthcare,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,60000.0,240000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,82500.0,330000000.0
25-34,Legal,USD,United States,8 - 10 years,1 year or less,College degree,Woman,65000.0,260000000.0
55-64,Finance,USD,United States,31 - 40 years,11 - 20 years,College degree,Woman,67000.0,268000000.0
35-44,Media & Publishing,USD,United States,11 - 20 years,5-7 years,Master's degree,Man,46600.0,186400000.0
25-34,Retail & E-commerce,CAD,Canada,5-7 years,5-7 years,College degree,Woman,60000.0,192000000.0
18-24,Nonprofit,USD,United States,2 - 4 years,1 year or less,College degree,Woman,45500.0,182000000.0
45-54,Technology,AUD/NZD,Australia,21 - 30 years,21 - 30 years,Master's degree,Woman,1000000.0,2800000000.0
25-34,Arts & Culture,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,65000.0,260000000.0
35-44,Education,USD,United States,5-7 years,5-7 years,Master's degree,Woman,63000.0,252000000.0
25-34,Marketing & PR,USD,United States,5-7 years,5-7 years,College degree,Woman,65000.0,260000000.0
35-44,Legal,USD,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,96900.0,387600000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,135000.0,540000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,College degree,Woman,44000.0,176000000.0
35-44,Other,USD,United States,8 - 10 years,2 - 4 years,Some college,Woman,49900.0,199600000.0
25-34,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,55000.0,220000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,Some college,Woman,110000.0,440000000.0
55-64,Healthcare,USD,United States,31 - 40 years,21 - 30 years,College degree,Man,210000.0,840000000.0
45-54,Healthcare,USD,United States,31 - 40 years,21 - 30 years,College degree,Man,175000.0,700000000.0
35-44,Healthcare,USD,United States,8 - 10 years,8 - 10 years,PhD,Woman,170000.0,680000000.0
35-44,Education,USD,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,96900.0,387600000.0
35-44,Healthcare,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,168000.0,672000000.0
25-34,Marketing & PR,AUD/NZD,Australia,1 year or less,1 year or less,College degree,Woman,55200.0,154560000.0
25-34,Legal,USD,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,120000.0,480000000.0
25-34,Technology,USD,United States,5-7 years,5-7 years,College degree,Woman,110000.0,440000000.0
35-44,Legal,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,62500.0,250000000.0
25-34,Technology,USD,United States,5-7 years,2 - 4 years,Some college,Woman,109200.0,436800000.0
55-64,Finance,USD,United States,31 - 40 years,21 - 30 years,Some college,Woman,75000.0,300000000.0
25-34,Other,EUR,France,8 - 10 years,5-7 years,Master's degree,Other or prefer not to answer,24700.0,111150000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,College degree,Man,132800.0,531200000.0
55-64,Legal,USD,United States,31 - 40 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,230000.0,920000000.0
25-34,Marketing & PR,USD,United States,2 - 4 years,2 - 4 years,College degree,Man,95000.0,380000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,62000.0,248000000.0
55-64,Legal,USD,United States,31 - 40 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,230000.0,920000000.0
25-34,Technology,USD,United States,11 - 20 years,11 - 20 years,Some college,Man,350000.0,1400000000.0
45-54,Finance,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,200000.0,800000000.0
45-54,Healthcare,USD,United States,5-7 years,5-7 years,College degree,Woman,78000.0,312000000.0
35-44,Healthcare,THB,Thailand,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,1000000.0,120000000.0
55-64,Other,EUR,Netherlands,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,56721.0,255244500.0
35-44,Retail & E-commerce,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,65310.0,261240000.0
25-34,Healthcare,USD,United States,1 year or less,1 year or less,Master's degree,Woman,42100.0,168400000.0
35-44,Government,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,62000.0,248000000.0
25-34,Manufacturing,USD,United States,2 - 4 years,2 - 4 years,PhD,Woman,159500.0,638000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,79000.0,316000000.0
25-34,Other,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,86000.0,344000000.0
25-34,Nonprofit,USD,United States,5-7 years,5-7 years,College degree,Woman,40000.0,160000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Man,144000.0,576000000.0
25-34,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,68000.0,272000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,44000.0,176000000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,College degree,Woman,380000.0,1520000000.0
25-34,Manufacturing,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,82000.0,328000000.0
35-44,Technology,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,109695.0,351024000.0
25-34,Manufacturing,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Man,127000.0,508000000.0
25-34,Nonprofit,USD,United States,5-7 years,2 - 4 years,College degree,Woman,42900.0,171600000.0
25-34,Media & Publishing,GBP,United Kingdom,5-7 years,5-7 years,High School,Woman,35000.0,175000000.0
25-34,Other,GBP,United Kingdom,5-7 years,2 - 4 years,College degree,Woman,27000.0,135000000.0
25-34,Technology,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,66000.0,264000000.0
25-34,Other,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,39000.0,156000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,PhD,Man,57000.0,228000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,106000.0,424000000.0
25-34,Technology,USD,United States,11 - 20 years,5-7 years,College degree,Woman,140000.0,560000000.0
35-44,Healthcare,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,45860.0,183440000.0
35-44,Media & Publishing,USD,United States,5-7 years,1 year or less,PhD,Woman,43000.0,172000000.0
25-34,Legal,USD,United States,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,137976.0,551904000.0
25-34,Education,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,38400.0,153600000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,104000.0,416000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,101000.0,404000000.0
35-44,Media & Publishing,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,56000.0,224000000.0
35-44,Marketing & PR,USD,United States,21 - 30 years,21 - 30 years,College degree,Woman,63000.0,252000000.0
35-44,Government,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,126000.0,504000000.0
25-34,Legal,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,104000.0,416000000.0
25-34,Technology,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Man,176000.0,704000000.0
35-44,Retail & E-commerce,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Other or prefer not to answer,35000.0,112000000.0
25-34,Retail & E-commerce,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,148000.0,592000000.0
25-34,Technology,USD,United States,11 - 20 years,5-7 years,College degree,Man,88500.0,354000000.0
25-34,Government,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Man,57000.0,228000000.0
35-44,Legal,USD,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,160000.0,640000000.0
55-64,Marketing & PR,USD,United States,31 - 40 years,21 - 30 years,Master's degree,Woman,5004044.0,20016176000.0
55-64,Marketing & PR,USD,United States,31 - 40 years,21 - 30 years,College degree,Woman,118000.0,472000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,70000.0,280000000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,High School,Woman,37000.0,148000000.0
35-44,Education,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,67000.0,268000000.0
45-54,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,67000.0,268000000.0
25-34,Other,GBP,United Kingdom,2 - 4 years,1 year or less,Master's degree,Woman,27000.0,135000000.0
25-34,Transport & Logistics,USD,United States,8 - 10 years,1 year or less,College degree,Woman,112320.0,449280000.0
25-34,Healthcare,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,66400.0,265600000.0
25-34,Retail & E-commerce,USD,United States,5-7 years,2 - 4 years,College degree,Woman,75110.0,300440000.0
18-24,Retail & E-commerce,USD,United States,1 year or less,1 year or less,College degree,Woman,33425.0,133700000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,99000.0,396000000.0
25-34,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,155000.0,620000000.0
25-34,Other,USD,United States,5-7 years,5-7 years,College degree,Woman,72000.0,288000000.0
25-34,Technology,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,82750.0,331000000.0
55-64,Utilities & Telecommunications,USD,United States,21 - 30 years,21 - 30 years,PhD,Man,250000.0,1000000000.0
35-44,Nonprofit,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,62000.0,248000000.0
25-34,Arts & Culture,USD,United States,5-7 years,5-7 years,College degree,Woman,63400.0,253600000.0
35-44,Manufacturing,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,231000.0,924000000.0
25-34,Education,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,45170.0,180680000.0
25-34,Government,USD,United States,5-7 years,5-7 years,College degree,Woman,32522.0,130088000.0
45-54,Education,USD,United States,11 - 20 years,11 - 20 years,PhD,Woman,70000.0,280000000.0
25-34,Manufacturing,USD,United States,5-7 years,5-7 years,Master's degree,Man,79000.0,316000000.0
25-34,Manufacturing,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,102000.0,408000000.0
35-44,Marketing & PR,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Man,126000.0,403200000.0
35-44,Technology,GBP,United Kingdom,11 - 20 years,8 - 10 years,College degree,Man,36000.0,180000000.0
35-44,Technology,USD,United States,11 - 20 years,2 - 4 years,Some college,Woman,105000.0,420000000.0
25-34,Tourism & Leisure,USD,Other,8 - 10 years,5-7 years,Master's degree,Woman,67500.0,270000000.0
35-44,Education,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,57650.0,230600000.0
35-44,Nonprofit,GBP,United Kingdom,11 - 20 years,11 - 20 years,Master's degree,Woman,48000.0,240000000.0
35-44,Marketing & PR,USD,United States,8 - 10 years,5-7 years,College degree,Woman,69000.0,276000000.0
45-54,Legal,USD,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,125364.0,501456000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,College degree,Woman,75000.0,300000000.0
25-34,Technology,CAD,Canada,8 - 10 years,2 - 4 years,PhD,Woman,148000.0,473600000.0
45-54,Finance,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,75000.0,300000000.0
25-34,Manufacturing,USD,United States,5-7 years,5-7 years,College degree,Woman,90000.0,360000000.0
25-34,Technology,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,95200.0,380800000.0
35-44,Technology,CAD,Canada,21 - 30 years,21 - 30 years,College degree,Man,90000.0,288000000.0
25-34,Technology,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,140800.0,563200000.0
25-34,Healthcare,USD,United States,8 - 10 years,5-7 years,Some college,Man,37400.0,149600000.0
25-34,Finance,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,55000.0,220000000.0
45-54,Media & Publishing,USD,United States,31 - 40 years,31 - 40 years,College degree,Woman,105000.0,420000000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,College degree,Woman,100000.0,400000000.0
25-34,Healthcare,USD,United States,5-7 years,5-7 years,College degree,Woman,43160.0,172640000.0
